Location,Size (sqft),Bedrooms,Bathrooms,Property Type,Year Built,Condition,Nearby Amenities,Crime Rate,Market Demand Index,Price (USD)
San Francisco,1389,5,2,Independent House,2001,Needs Renovation,9,1.73,71.04,2250587
San Diego,4452,4,4,Villa,1975,New,1,3.07,75.24,111550
San Francisco,1653,4,4,Apartment,1983,Good,1,6.47,47.84,2147300
Anaheim,4329,6,3,Independent House,2011,Recently Renovated,8,5.25,57.96,2628353
Anaheim,3462,4,1,Townhouse,1999,New,3,8.93,62.65,2500787
Long Beach,4788,1,4,Independent House,2006,New,3,2.15,73.68,4546082
San Diego,2953,2,5,Independent House,1998,Needs Renovation,7,6.82,56.55,2685165
Long Beach,1741,5,5,Townhouse,1971,Recently Renovated,6,2.81,88.15,4999143
Oakland,1534,4,3,Townhouse,2011,Needs Renovation,2,1.18,63.01,2918773
Fresno,701,2,4,Condo,1993,Good,8,5.26,45.41,1368320
San Jose,663,1,1,Apartment,2017,Recently Renovated,2,4.27,96.55,4351641
Los Angeles,2557,3,3,Condo,2017,Needs Renovation,5,9.79,11.03,3497718
Long Beach,3290,6,2,Independent House,2014,New,3,4.49,94.76,316204
San Francisco,3572,5,3,Apartment,1964,Good,3,9.13,45.65,2709801
Los Angeles,3120,5,3,Condo,2018,Recently Renovated,3,8.27,64.65,165764
Fresno,4421,2,5,Villa,1972,Needs Renovation,10,2.25,18.01,3076403
Oakland,2030,1,5,Condo,1988,New,9,6.87,36.76,2190098
San Francisco,3505,2,1,Independent House,1975,Needs Renovation,9,7.74,63.0,645260
Anaheim,1902,4,5,Independent House,2002,Good,9,2.96,30.43,1806847
Long Beach,2261,3,3,Townhouse,1953,Good,9,8.71,53.94,1772620
Oakland,1874,2,5,Independent House,1960,Good,4,4.34,28.11,2581983
Long Beach,1231,3,2,Condo,1963,Recently Renovated,7,7.34,8.26,3621133
Fresno,3664,6,5,Villa,1978,Recently Renovated,3,3.79,27.79,1204867
Los Angeles,1994,4,2,Condo,2013,New,4,8.55,75.38,4141472
San Francisco,2825,2,3,Independent House,2013,Needs Renovation,1,7.1,14.02,3966898
San Jose,3970,2,5,Condo,2001,Needs Renovation,7,8.9,7.75,1260439
San Jose,4099,5,4,Villa,2008,Recently Renovated,4,8.2,24.54,2890430
Sacramento,2861,2,5,Villa,2013,Recently Renovated,9,3.26,58.81,1489787
Sacramento,1188,3,1,Apartment,2005,Recently Renovated,2,1.53,75.5,630613
Sacramento,2843,3,3,Condo,1979,Recently Renovated,8,5.48,26.34,1868212
Long Beach,1441,3,1,Townhouse,2000,New,2,6.48,76.81,843277
Oakland,759,1,2,Condo,1963,Recently Renovated,2,1.87,38.47,3603478
San Jose,3046,3,4,Apartment,2023,New,7,7.87,59.77,4326115
Fresno,1629,6,4,Apartment,1965,Good,7,8.46,32.34,4442058
San Diego,2643,1,2,Villa,1957,Needs Renovation,5,5.16,44.41,3505504
Sacramento,569,6,5,Villa,1969,Recently Renovated,8,4.15,23.67,2661333
San Diego,2554,3,2,Condo,1985,Recently Renovated,7,3.76,37.94,1345256
Fresno,3323,6,3,Apartment,2021,Recently Renovated,8,6.08,91.21,3519129
Anaheim,2868,2,2,Independent House,2002,Recently Renovated,1,6.12,11.19,2074670
Anaheim,1510,6,3,Apartment,1962,Good,6,6.68,77.75,1403408
Fresno,4298,2,5,Condo,1958,Recently Renovated,8,1.01,82.89,1903037
Bakersfield,3206,2,3,Apartment,1977,New,5,8.09,67.58,423935
Sacramento,4465,3,5,Apartment,1999,Good,3,9.9,75.31,3720006
Los Angeles,4340,3,5,Townhouse,1989,Needs Renovation,6,5.55,42.72,800053
San Jose,4534,5,1,Townhouse,1998,Recently Renovated,8,2.41,7.82,196401
Anaheim,598,5,3,Townhouse,2001,New,1,2.67,88.04,1166905
Oakland,1159,6,1,Apartment,1952,Recently Renovated,8,3.35,49.52,567638
San Diego,2236,6,5,Independent House,2000,Good,5,6.81,91.71,2121717
Bakersfield,1178,5,1,Villa,1962,Recently Renovated,3,9.86,97.72,3612673
San Diego,4711,3,1,Villa,2012,New,5,4.2,2.99,1719776
Oakland,840,5,3,Independent House,1998,Good,4,5.39,59.57,1839637
Fresno,3736,1,1,Townhouse,2000,Needs Renovation,6,1.17,9.51,2113109
Bakersfield,3451,1,4,Townhouse,1990,Recently Renovated,2,5.09,43.73,3247689
Anaheim,3967,1,1,Townhouse,1993,Recently Renovated,1,8.17,21.73,854042
Bakersfield,573,2,5,Condo,2018,Needs Renovation,7,8.76,17.91,3647091
San Diego,2934,6,1,Independent House,1990,Good,8,7.67,38.76,4282015
San Francisco,1464,1,1,Villa,1988,New,6,9.1,34.2,4476961
Bakersfield,2361,3,5,Townhouse,1956,Recently Renovated,10,2.43,29.81,1760930
Anaheim,3426,6,5,Independent House,1959,Recently Renovated,4,9.67,55.99,4380389
Long Beach,3407,4,3,Villa,1952,Good,3,8.12,34.41,1397140
Anaheim,575,1,5,Condo,1957,Good,5,9.59,55.04,2819260
Sacramento,1275,4,5,Apartment,1961,Recently Renovated,4,2.34,20.21,877811
Fresno,4909,2,5,Apartment,2017,Needs Renovation,8,4.34,48.56,1431967
Long Beach,1607,3,1,Apartment,2019,Needs Renovation,9,7.28,78.17,456561
Long Beach,1573,1,1,Independent House,2021,Recently Renovated,1,2.65,25.32,1545194
Long Beach,2183,1,1,Villa,1960,New,3,2.62,63.87,398020
Bakersfield,2746,1,4,Condo,1985,Recently Renovated,4,7.31,15.17,225204
Long Beach,580,4,4,Villa,1976,Recently Renovated,6,6.23,47.42,261281
Anaheim,1519,3,1,Condo,2008,New,10,8.91,51.89,622491
Anaheim,2997,2,3,Villa,1999,Good,10,2.51,98.87,407231
Sacramento,3039,2,5,Apartment,1963,Recently Renovated,3,8.39,76.98,2967410
San Jose,1996,1,3,Independent House,1956,Good,5,6.93,47.15,980052
Long Beach,3690,2,4,Apartment,1998,Needs Renovation,7,7.28,23.96,408463
Fresno,1215,3,2,Villa,1987,New,5,4.42,47.38,197989
San Jose,4175,4,5,Condo,1985,New,8,8.75,96.01,4425338
Long Beach,1833,3,1,Independent House,1961,Recently Renovated,10,5.34,61.93,1496098
Long Beach,1263,2,3,Independent House,1978,Good,7,3.61,36.16,1586682
Anaheim,1046,1,4,Condo,1970,New,7,5.9,33.28,3918341
San Diego,3611,3,1,Condo,1961,Needs Renovation,5,2.43,39.54,587246
Anaheim,3821,5,3,Villa,1957,Recently Renovated,8,8.65,76.32,2251432
Anaheim,564,5,2,Independent House,2015,Recently Renovated,4,3.72,61.32,1551055
Sacramento,4190,2,3,Townhouse,1983,New,10,2.39,37.14,3585198
Long Beach,828,3,2,Townhouse,1988,Recently Renovated,2,1.32,43.98,3543490
Oakland,1114,4,5,Independent House,2010,New,8,9.71,44.83,1419324
Fresno,3912,5,1,Independent House,1999,Recently Renovated,9,4.39,2.73,3388984
Long Beach,4241,6,5,Condo,1998,Good,3,5.2,95.78,3715757
Fresno,2857,5,2,Condo,1964,Needs Renovation,6,1.75,92.83,616254
San Jose,3876,5,1,Apartment,1990,Needs Renovation,5,2.69,70.67,3087784
Anaheim,1903,5,5,Condo,1952,Good,10,8.75,36.59,1169973
Anaheim,516,4,4,Condo,2005,Needs Renovation,6,4.8,24.21,3968976
Bakersfield,1607,3,5,Apartment,1996,Good,1,6.72,31.81,152253
San Diego,726,5,4,Condo,1960,Good,2,1.02,94.51,3738516
Oakland,3133,3,3,Townhouse,1988,New,10,7.49,98.4,1434854
Sacramento,4060,5,5,Independent House,1964,New,4,5.42,53.97,4110209
Oakland,4068,1,2,Condo,1970,New,6,8.26,7.29,190279
Sacramento,4438,3,1,Townhouse,1970,Needs Renovation,10,2.89,18.14,1819293
San Francisco,3079,5,5,Condo,2018,Needs Renovation,10,2.04,73.08,4059076
Sacramento,4954,1,5,Condo,1992,Recently Renovated,7,4.95,92.11,4651457
Anaheim,2383,3,1,Apartment,1992,Needs Renovation,2,9.44,64.77,3716849
Oakland,4597,4,4,Townhouse,1999,Recently Renovated,3,2.35,22.88,1193172
San Jose,2325,5,4,Townhouse,1990,Recently Renovated,4,2.58,87.53,1892292
Los Angeles,3785,3,4,Villa,1992,New,3,8.27,50.58,2973836
Long Beach,1117,5,3,Independent House,1989,Good,1,1.31,49.37,1739732
Fresno,3392,4,2,Independent House,1966,Recently Renovated,5,2.76,12.14,3013708
San Jose,3378,3,2,Condo,2008,Needs Renovation,7,5.42,35.44,3072029
Los Angeles,3440,5,2,Condo,2020,Needs Renovation,7,5.92,94.71,3471009
San Diego,4249,1,4,Townhouse,1970,Good,2,4.08,86.07,651423
San Diego,2549,5,4,Apartment,1966,Good,7,3.0,43.36,4887442
Anaheim,1892,5,3,Apartment,1954,Needs Renovation,8,8.08,87.05,2424946
Oakland,4247,3,3,Independent House,2011,Recently Renovated,8,4.74,68.43,4326704
Bakersfield,875,5,4,Apartment,1956,Good,9,3.25,86.02,4718141
Los Angeles,2778,5,2,Villa,1962,Good,10,1.0,43.82,342706
San Francisco,4556,2,1,Apartment,1957,Needs Renovation,1,7.22,82.37,1636969
Fresno,635,3,4,Villa,1962,Good,2,3.25,67.85,1370913
Los Angeles,3169,6,5,Condo,2019,Good,2,5.35,18.65,1960956
Los Angeles,3446,4,3,Villa,2005,New,4,8.69,48.46,3700380
San Francisco,2685,4,3,Apartment,1974,Needs Renovation,2,6.47,52.93,456338
Oakland,722,6,3,Apartment,1992,New,3,8.83,71.05,3274798
Long Beach,4400,2,2,Independent House,1961,Recently Renovated,7,2.15,44.94,4557549
Oakland,1337,5,4,Independent House,1988,Recently Renovated,2,4.39,34.9,2590815
Bakersfield,3149,1,2,Villa,1975,Needs Renovation,10,4.87,14.29,1219983
Oakland,691,4,3,Villa,1971,Needs Renovation,2,3.18,88.31,1234750
San Jose,4116,4,1,Apartment,1957,New,10,8.3,28.21,946034
Anaheim,1625,5,2,Townhouse,1961,Needs Renovation,6,9.97,66.29,1109139
San Diego,1902,6,5,Apartment,1977,Recently Renovated,1,9.49,56.02,2858952
Bakersfield,4962,1,1,Apartment,2000,New,8,9.17,62.92,1704150
Los Angeles,3863,4,2,Condo,1955,Needs Renovation,6,8.21,89.17,820910
Sacramento,4417,2,1,Apartment,2000,Good,8,4.99,89.58,1818238
Anaheim,3581,1,2,Villa,1980,Recently Renovated,5,9.39,47.79,4959603
Anaheim,3494,1,2,Townhouse,2000,Needs Renovation,3,9.87,29.59,4724050
Sacramento,3942,2,4,Apartment,1968,New,10,4.72,65.24,2091758
Long Beach,1666,4,5,Townhouse,1979,Recently Renovated,8,2.51,11.14,147267
Oakland,761,6,2,Townhouse,1959,Good,3,3.02,26.04,3201876
Bakersfield,4333,5,1,Villa,1967,Needs Renovation,4,7.14,37.23,3684931
Long Beach,3150,3,2,Condo,1998,Recently Renovated,2,4.65,75.42,3278691
Los Angeles,2102,4,1,Villa,1968,New,8,2.46,90.25,4496546
Los Angeles,788,3,2,Apartment,1956,New,2,6.4,62.64,1824710
Bakersfield,2069,2,2,Villa,2022,New,9,4.48,48.24,4554824
Oakland,2361,3,1,Townhouse,1971,Good,10,6.36,22.93,4481169
Sacramento,4596,5,2,Villa,1984,New,3,4.73,8.26,1291253
Fresno,853,5,3,Condo,2003,New,8,2.18,6.14,4925317
Fresno,602,3,2,Villa,1965,Good,10,9.73,85.31,246776
Long Beach,2189,1,5,Apartment,1952,Recently Renovated,8,9.74,4.79,3541339
Fresno,1909,1,2,Apartment,1983,Recently Renovated,1,4.82,99.4,844675
Long Beach,3439,5,4,Villa,1965,Needs Renovation,7,3.24,29.82,3408744
San Diego,2099,5,5,Villa,2014,Needs Renovation,1,2.61,12.75,4308243
Oakland,1495,4,2,Independent House,2023,Needs Renovation,7,6.51,96.49,2475987
Los Angeles,4384,3,2,Villa,1959,New,7,8.47,21.78,4606780
Fresno,2949,6,1,Villa,1979,Needs Renovation,2,3.54,40.02,1438114
Anaheim,2493,2,3,Condo,1976,Good,10,8.81,8.74,2316683
Long Beach,666,5,1,Condo,2008,New,9,9.87,78.09,2780356
San Jose,3282,6,5,Independent House,2021,Needs Renovation,3,4.52,51.48,835330
Fresno,3451,1,4,Townhouse,1951,Needs Renovation,7,1.31,28.01,3781125
Sacramento,4779,2,2,Independent House,2003,Needs Renovation,3,1.79,10.41,1685541
Anaheim,3513,4,5,Condo,1993,New,5,8.61,36.03,4518062
Anaheim,589,6,4,Independent House,1994,New,8,1.75,56.71,535982
Long Beach,2307,1,3,Townhouse,1953,Needs Renovation,9,9.04,63.13,2373149
Bakersfield,4749,5,1,Villa,1971,Recently Renovated,8,4.02,97.87,3151617
Anaheim,4447,2,4,Independent House,1967,Recently Renovated,6,6.17,42.56,4722650
San Diego,1182,6,3,Apartment,1988,Needs Renovation,8,9.66,21.07,3775722
San Jose,3206,4,5,Independent House,1990,New,1,7.12,93.4,790020
Anaheim,1399,4,5,Condo,1986,Good,4,1.42,43.82,4670211
Anaheim,2484,5,2,Independent House,2016,Recently Renovated,7,1.39,65.7,339834
Bakersfield,2677,4,1,Villa,1954,Recently Renovated,1,2.45,30.95,4549481
Long Beach,3303,3,1,Condo,1983,New,2,2.24,4.56,4301587
San Jose,2455,3,1,Apartment,1956,New,6,4.1,44.43,2251770
San Diego,3782,3,1,Condo,1997,Good,4,4.26,13.73,4995320
Long Beach,2674,1,4,Townhouse,2018,Needs Renovation,1,5.17,79.35,4676476
Bakersfield,3227,2,4,Independent House,1976,Recently Renovated,5,1.9,48.57,4795252
Sacramento,4477,3,4,Condo,1970,New,2,3.64,13.84,1896388
Sacramento,4642,1,2,Independent House,1961,New,5,8.16,12.57,2516674
Long Beach,4126,1,1,Independent House,1986,New,5,4.94,76.18,3704933
Fresno,3119,5,3,Townhouse,2023,Needs Renovation,9,3.31,31.48,1876950
Los Angeles,2427,3,1,Villa,1983,New,3,1.52,99.04,4922344
Anaheim,1315,4,2,Apartment,2017,Recently Renovated,8,9.51,75.96,1302304
Fresno,3581,6,2,Apartment,1981,Needs Renovation,7,2.54,51.66,1040651
San Francisco,3337,5,2,Villa,1996,Good,5,4.27,31.17,1041203
Anaheim,3175,1,1,Apartment,2011,Recently Renovated,1,3.88,62.68,1916029
Bakersfield,2251,1,5,Villa,2021,Good,9,4.38,64.4,3411727
Sacramento,4246,1,2,Condo,1966,Needs Renovation,6,5.22,20.16,1367397
Los Angeles,1067,4,5,Townhouse,2023,Needs Renovation,7,4.5,28.55,1544795
San Jose,4126,4,3,Independent House,2000,Good,1,6.62,47.63,413214
Anaheim,3882,2,4,Villa,2012,New,5,5.04,68.38,1097691
Los Angeles,920,1,3,Apartment,1988,Recently Renovated,3,9.96,21.78,1159082
Long Beach,1059,3,1,Condo,1972,New,6,3.65,91.01,864372
Los Angeles,1184,6,2,Condo,1999,New,4,6.83,31.55,2532760
San Diego,841,6,5,Villa,1951,New,9,2.25,42.08,1397909
San Francisco,4429,2,2,Apartment,1953,Good,3,3.36,60.9,3453971
Fresno,3901,2,5,Independent House,2021,Needs Renovation,2,4.06,7.01,3951398
Sacramento,668,2,5,Townhouse,1951,Needs Renovation,9,6.65,22.94,4076785
Sacramento,3467,2,4,Townhouse,1950,Good,6,4.02,21.04,3323109
Anaheim,1183,3,4,Villa,2012,New,6,6.85,52.21,1903020
Anaheim,4055,4,2,Townhouse,2023,Recently Renovated,3,4.09,87.36,4330102
Fresno,1391,6,5,Villa,1989,Good,9,2.95,42.96,2550787
Oakland,587,1,4,Independent House,1972,New,8,6.52,91.65,3398425
Bakersfield,2261,6,4,Independent House,2006,Recently Renovated,5,1.45,12.55,4268019
Anaheim,4236,2,5,Townhouse,2015,Recently Renovated,10,3.34,58.81,882017
Oakland,4511,3,3,Townhouse,1961,Recently Renovated,5,2.27,43.39,3528387
Sacramento,3670,1,2,Independent House,1980,Needs Renovation,9,4.82,44.22,1495935
Los Angeles,2801,3,4,Condo,1961,Needs Renovation,7,3.49,8.22,2014969
Bakersfield,4917,3,4,Condo,1972,Good,5,3.28,97.22,4845785
Long Beach,3108,6,1,Condo,2007,Good,9,5.23,69.91,2815199
Fresno,898,2,1,Villa,1963,Recently Renovated,7,8.49,38.97,4999955
San Jose,4242,1,3,Villa,1983,Good,2,2.49,25.96,1354544
Oakland,2719,1,3,Condo,1991,Needs Renovation,2,6.31,73.25,702571
Fresno,3965,3,2,Condo,1999,Recently Renovated,4,5.81,17.26,3721659
Bakersfield,3687,6,1,Independent House,1988,New,10,8.92,4.86,3554411
San Jose,1507,1,2,Villa,1989,Good,3,3.35,16.67,2953417
Bakersfield,4239,2,2,Apartment,1993,Good,8,9.05,1.72,2120553
Anaheim,903,6,3,Townhouse,1986,Good,10,6.11,55.1,2712841
Long Beach,3498,4,3,Apartment,2001,Good,3,9.28,62.2,1582360
Los Angeles,2942,2,1,Independent House,1965,New,8,3.36,13.65,1735125
San Diego,3782,2,1,Condo,1953,Good,9,2.83,84.15,972764
San Diego,1811,6,4,Apartment,2007,Recently Renovated,6,6.28,66.49,4961763
San Diego,3599,3,3,Apartment,1957,New,2,8.17,69.14,2163300
San Diego,1714,6,1,Townhouse,1965,New,7,9.84,71.12,4326502
San Jose,3571,1,3,Townhouse,1960,New,3,4.63,94.89,558456
Sacramento,2392,1,3,Villa,2001,Recently Renovated,10,4.05,23.66,2947314
Sacramento,3937,3,3,Townhouse,1954,Needs Renovation,10,7.83,93.12,2369539
San Jose,2874,1,3,Independent House,2008,Needs Renovation,5,6.83,75.48,1117348
San Diego,4917,4,1,Townhouse,2013,Good,3,3.88,13.92,1731044
San Diego,4916,2,1,Villa,1965,Recently Renovated,1,2.21,43.33,1643386
San Francisco,3746,3,2,Apartment,2011,Recently Renovated,3,2.68,36.89,3365845
Oakland,2196,6,4,Villa,1970,New,3,6.25,20.13,1086557
Oakland,1195,2,5,Townhouse,1960,Recently Renovated,5,8.98,31.29,1538199
Bakersfield,3274,5,3,Townhouse,2013,Good,8,4.28,40.02,273415
San Jose,1618,6,3,Townhouse,1985,Good,1,1.77,60.38,3243861
San Jose,3666,6,2,Condo,1984,Needs Renovation,1,9.06,53.82,4249179
Oakland,4097,5,1,Independent House,2015,Needs Renovation,3,6.2,5.23,3527185
Los Angeles,2219,4,4,Apartment,2000,Needs Renovation,2,8.68,30.24,1854373
San Francisco,2737,2,2,Independent House,2003,Good,8,7.34,27.03,2711535
San Diego,1338,5,2,Condo,1964,New,3,6.9,4.21,1505496
Bakersfield,1895,1,4,Independent House,1985,Recently Renovated,4,5.41,30.11,3027040
Bakersfield,969,1,4,Townhouse,1974,New,5,3.55,77.07,1516289
Sacramento,4716,2,5,Townhouse,2011,Recently Renovated,7,9.64,3.22,485455
Bakersfield,1949,2,2,Townhouse,1992,Needs Renovation,9,9.41,67.17,2354399
Los Angeles,1651,5,4,Villa,1981,New,1,1.44,19.6,4611210
Fresno,3184,5,5,Apartment,1986,Needs Renovation,5,2.94,13.61,3831540
Oakland,1963,1,3,Independent House,1953,New,10,6.66,39.47,2283117
San Jose,3065,6,4,Townhouse,1969,Needs Renovation,2,9.51,22.69,414476
San Jose,3869,1,1,Townhouse,1997,New,7,2.23,18.05,447385
San Francisco,2040,5,3,Independent House,1976,Good,1,9.51,87.28,998221
Sacramento,4641,1,1,Townhouse,1996,New,10,9.15,48.67,2328342
Oakland,3094,3,5,Villa,2021,Good,4,3.37,40.83,4305307
Anaheim,1287,3,5,Independent House,2008,New,10,5.78,9.52,2969933
Fresno,2141,1,5,Villa,1965,Needs Renovation,3,5.01,99.19,3912553
Los Angeles,1716,1,1,Independent House,1976,Needs Renovation,9,2.74,69.89,1699916
Anaheim,4853,5,4,Independent House,1976,Needs Renovation,7,1.58,70.93,3466530
San Jose,2320,6,1,Condo,2000,New,7,9.18,22.1,3193804
Long Beach,3294,6,4,Independent House,1971,Good,2,8.27,20.85,2155167
San Jose,3575,3,3,Independent House,1986,Good,5,1.53,91.3,3895500
San Francisco,2213,4,4,Townhouse,1978,New,2,9.88,12.31,1191197
Fresno,1802,2,3,Villa,2016,New,3,3.72,89.44,1801986
Bakersfield,929,3,3,Villa,1986,New,4,3.19,74.92,1069936
Fresno,3635,6,2,Villa,1960,Good,1,9.21,28.26,3622390
Los Angeles,3131,2,5,Villa,1967,Good,4,4.38,73.31,771901
Fresno,4070,3,4,Independent House,2007,Needs Renovation,7,9.53,81.19,4377819
San Diego,1939,5,5,Villa,1950,New,8,1.43,5.82,2145072
San Diego,2161,6,3,Apartment,1988,Good,5,9.15,80.2,3491039
San Diego,1177,2,5,Independent House,2015,Good,1,2.72,81.36,4115687
Sacramento,4826,1,4,Apartment,1980,New,10,3.62,40.61,3070317
Long Beach,2222,4,4,Townhouse,1987,New,10,3.96,76.17,414433
San Jose,2858,2,3,Apartment,1974,Needs Renovation,3,6.3,57.2,4899769
San Francisco,2760,5,1,Townhouse,1962,New,7,6.73,92.24,1353736
San Francisco,563,2,3,Apartment,2002,Needs Renovation,4,8.99,80.19,1102224
Oakland,4646,4,4,Apartment,1952,New,3,2.42,96.28,276589
Sacramento,3263,1,3,Condo,2015,Needs Renovation,6,8.29,70.62,4689344
Los Angeles,3486,6,5,Townhouse,1988,Good,6,4.57,51.75,4213004
San Francisco,1363,3,2,Apartment,1958,Good,2,5.22,90.23,1940219
Bakersfield,3057,3,1,Condo,2005,Good,9,8.73,19.87,3371395
Fresno,3385,1,4,Townhouse,1996,Needs Renovation,4,8.78,23.31,1025754
Los Angeles,4994,6,1,Condo,1958,Needs Renovation,5,5.99,70.72,480842
Sacramento,4901,3,1,Townhouse,1952,Recently Renovated,7,4.27,56.0,3706028
San Francisco,2318,4,3,Villa,1964,Needs Renovation,9,8.09,34.37,910223
Los Angeles,4611,6,4,Condo,1956,Recently Renovated,8,7.28,34.72,3722733
Anaheim,2576,6,2,Villa,1970,Recently Renovated,5,6.04,59.27,1439937
Bakersfield,2566,6,4,Independent House,1954,Needs Renovation,8,5.97,56.93,747580
Bakersfield,3656,3,2,Condo,1998,Good,9,2.26,56.49,1543366
San Diego,1766,6,4,Condo,2011,Needs Renovation,4,2.81,83.95,2434026
San Francisco,3090,6,5,Villa,1972,New,5,7.97,38.21,4321288
Long Beach,716,2,4,Condo,1985,Needs Renovation,8,8.63,55.36,1303489
Oakland,2815,4,1,Condo,2023,Recently Renovated,6,4.52,17.5,4776270
San Jose,3244,4,5,Townhouse,2007,New,10,9.06,84.21,1686187
San Diego,768,5,1,Villa,2005,Needs Renovation,9,8.03,24.59,1511581
Sacramento,3933,4,2,Villa,2009,Needs Renovation,9,4.16,91.46,1613538
Anaheim,1678,2,1,Independent House,2017,Needs Renovation,2,9.43,91.81,603097
Bakersfield,765,5,3,Apartment,1984,New,4,2.8,99.6,4196961
Anaheim,4350,2,2,Villa,1980,Good,8,6.48,77.41,763025
Anaheim,2389,3,5,Apartment,2002,Recently Renovated,7,5.03,83.68,3435428
San Diego,3793,2,2,Apartment,2005,Good,8,8.79,79.59,815528
Fresno,5000,2,5,Condo,1981,Recently Renovated,4,2.18,61.94,3408450
Anaheim,1605,6,5,Apartment,2021,Needs Renovation,10,9.44,74.93,4121329
Fresno,1385,2,3,Apartment,2000,Needs Renovation,8,2.92,44.43,4695285
Long Beach,590,3,4,Independent House,1952,New,1,2.76,16.16,951918
Oakland,2490,3,3,Condo,1951,Needs Renovation,1,4.85,98.01,4383754
Fresno,2951,6,4,Condo,2012,New,5,3.83,38.97,2292071
Sacramento,942,6,1,Villa,1970,Needs Renovation,7,1.38,26.62,658549
San Diego,3279,2,4,Villa,1982,Recently Renovated,8,2.29,33.09,2003152
Fresno,3332,4,5,Townhouse,1992,Recently Renovated,6,5.63,20.25,736214
Oakland,2381,5,4,Condo,2022,Needs Renovation,3,4.24,61.24,1412023
Long Beach,3095,3,1,Villa,2012,Good,9,4.82,78.75,1651078
Bakersfield,4059,3,5,Condo,1988,Good,6,1.79,1.26,4265720
Bakersfield,3252,1,3,Townhouse,2021,Good,1,6.93,9.32,4913978
San Jose,4329,6,1,Condo,2000,Recently Renovated,6,5.72,55.98,3276891
Bakersfield,3317,2,4,Townhouse,2011,New,7,3.6,14.97,4524638
San Jose,2051,5,3,Independent House,2014,New,10,6.65,33.78,1642248
Los Angeles,2009,2,5,Condo,2019,Needs Renovation,2,2.83,49.2,1958210
Bakersfield,2319,4,4,Townhouse,1993,Recently Renovated,5,1.64,88.42,4715433
Oakland,2871,1,1,Apartment,1981,Good,10,5.04,33.32,510947
San Francisco,2814,5,2,Independent House,1978,Good,6,2.74,60.42,207682
Anaheim,4949,2,5,Villa,1970,Recently Renovated,6,7.33,88.01,3880537
Anaheim,2089,5,3,Condo,1959,Recently Renovated,6,2.44,24.64,2346140
San Francisco,3931,1,1,Townhouse,1963,Needs Renovation,2,3.76,57.31,1612717
San Diego,4922,4,5,Townhouse,1959,Recently Renovated,7,4.26,99.77,3135159
San Francisco,3175,5,5,Villa,1977,Needs Renovation,10,2.94,41.34,4090014
Los Angeles,1356,5,2,Townhouse,1951,Needs Renovation,10,9.11,49.51,859686
Fresno,2406,5,4,Townhouse,1960,New,5,4.16,44.66,2130845
Anaheim,2985,2,4,Townhouse,1974,New,5,4.0,30.21,649581
Bakersfield,3362,6,1,Condo,1972,Recently Renovated,10,2.53,22.65,1165465
Fresno,4485,1,5,Condo,1986,New,5,1.79,43.98,855467
San Jose,3222,2,1,Independent House,1969,Recently Renovated,8,4.74,99.21,2610891
Anaheim,2302,2,3,Condo,1957,New,5,2.62,9.93,2702829
Long Beach,4088,4,1,Townhouse,2007,New,2,4.49,77.42,1068772
San Jose,1477,3,1,Townhouse,2011,Recently Renovated,4,6.48,88.96,1379469
Fresno,3840,5,1,Condo,1973,Needs Renovation,5,3.52,36.52,2043808
Long Beach,4753,3,5,Condo,1991,Recently Renovated,8,1.19,5.27,4521288
Bakersfield,2580,6,5,Condo,1976,Good,9,1.41,64.16,4625970
Sacramento,2083,4,4,Condo,1992,Good,4,7.85,93.52,2985611
Bakersfield,4321,1,1,Townhouse,2002,New,5,1.39,64.76,1449680
Sacramento,2711,6,1,Villa,1977,Needs Renovation,10,5.09,26.0,1652739
Bakersfield,2286,1,3,Independent House,2000,New,6,9.28,25.9,3037171
San Jose,2234,3,3,Villa,1981,Recently Renovated,3,7.87,4.49,1995946
